transaction_id,transaction_date,channel,quantity,unit_price,discount_pct,promo_flag,payment_method,days_since_last_purchase,prior_purchases,total_amount,repeat_purchase_next_month,age,gender,city,membership_level,customer_tenure_months,loyalty_score,estimated_income,category,brand,supplier_region,base_price
1173,2025-01-05,Store,1,227.65,0.042,0,Transfer,18,8,262.31,0,44.0,M,Medellín,Platinum,7,49.14,4846.43,Home,Orion,Imported,215.1
1174,2025-10-14,App,5,160.04,0.122,0,Digital Wallet,51,9,618.0,0,31.0,F,Bogota,Platinum,20,47.71,1761.39,Electronics,Viva,West,165.05
1175,2025-02-22,Web,7,251.08,0.037,1,Digital Wallet,18,8,2508.49,0,37.0,F,Bogota,Platinum,32,61.34,5412.55,Sports,Nova,West,247.17
1176,2025-06-27,Web,3,76.29,0.0,0,Transfer,36,11,200.88,0,48.0,M,Medellín,Platinum,20,72.56,1271.03,Fashion,Pulse,Imported,78.08
1177,2025-04-16,Store,6,82.18,0.053,0,Transfer,30,11,536.14,0,40.0,M,Cali,Basic,27,40.48,4101.04,Electronics,Zenit,Imported,89.44
1178,2025-03-10,Web,1,334.0,0.018,0,Transfer,1,4,369.89,0,53.0,M,Barranquilla,Platinum,36,40.34,700.0,Electronics,Aurum,South,331.95
1179,2025-06-26,Store,6,18.07,0.02,0,Transfer,25,12,105.95,0,37.0,F,Bogota,Platinum,17,40.34,700.0,Beauty,Pulse,Local,16.58
1180,2025-03-31,Store,7,120.06,0.0,1,Digital Wallet,35,6,1033.66,0,42.0,M,Cali,Platinum,11,31.22,4047.59,Fashion,Orion,Imported,124.09
1181,2025-12-31,Web,7,136.92,0.062,1,Transfer,46,13,991.54,0,29.0,F,Medellín,Platinum,15,56.95,2351.3,Sports,Aurum,North,139.36
1182,2025-11-06,Store,5,258.03,0.1,0,Transfer,80,11,1036.45,0,43.0,M,Medellín,Platinum,20,68.58,4301.45,Electronics,Orion,Imported,270.08
1183,2025-08-28,Store,1,61.48,0.147,0,Transfer,19,9,44.54,0,30.0,F,Medellín,Basic,25,61.3,700.0,Beauty,Atlas,West,67.07
1184,2025-11-22,App,2,166.07,0.088,0,Transfer,45,9,318.21,0,31.0,M,Medellín,Platinum,47,63.53,4420.05,Home,Aurum,North,170.76
1185,2025-04-16,Store,6,103.39,0.0,0,Cash,80,10,689.34,0,37.0,F,Bogota,Platinum,1,68.97,2368.28,Fashion,Pulse,West,117.46
1186,2025-03-11,Store,1,742.18,0.123,0,Transfer,15,12,715.75,0,18.0,M,Bogota,Basic,20,68.85,700.0,Electronics,Lumen,West,728.39
1187,2025-09-01,Store,2,183.56,0.098,0,Debit Card,47,10,293.71,0,41.0,M,Cali,Silver,33,66.89,3539.46,Sports,Nova,Imported,186.88
1188,2025-04-25,Web,3,85.32,0.177,0,Credit Card,35,9,232.41,0,40.0,M,Cali,Basic,27,40.48,4101.04,Beauty,Zenit,West,82.99
1189,2025-04-02,Web,6,22.7,0.082,0,Transfer,36,6,148.46,0,18.0,F,Bogota,Platinum,28,40.34,6960.76,Fashion,Zenit,East,22.12
1190,2025-06-26,Web,3,242.72,0.185,0,Transfer,72,10,626.58,0,18.0,F,Cali,Basic,21,48.6,3392.19,Electronics,Lumen,Imported,281.38
1191,2025-02-02,Store,1,52.32,0.043,0,Transfer,21,9,58.6,0,18.0,M,Medellín,Platinum,30,30.61,3610.96,Fashion,Viva,Local,48.91
1192,2025-03-31,App,6,165.23,0.0,0,Debit Card,45,8,1089.47,0,37.0,F,Medellín,Platinum,25,63.2,1202.0,Sports,Orion,Local,179.42
1193,2025-06-06,Store,4,195.91,0.057,0,Transfer,20,10,781.56,0,37.0,F,Bogota,Platinum,1,68.97,2368.28,Sports,Aurum,North,237.56
1194,2025-04-09,App,4,231.66,0.096,0,Digital Wallet,54,5,941.03,0,39.0,M,Bogota,Gold,5,86.82,5017.24,Sports,Aurum,North,237.56
1195,2025-02-03,Web,3,14.39,0.0,0,Debit Card,32,10,99.15,0,25.0,F,Bogota,Platinum,38,76.31,2622.98,Beauty,Orion,North,29.89
1196,2025-03-21,Store,2,75.23,0.132,0,Transfer,48,10,150.66,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Beauty,Orion,East,75.76
1197,2025-06-18,Web,4,33.82,0.073,0,Debit Card,21,12,128.59,0,31.0,F,Cali,Basic,18,100.0,1793.26,Sports,Viva,West,32.45
1198,2025-04-19,Store,4,26.17,0.194,0,Transfer,73,8,117.87,1,18.0,F,Bogota,Platinum,30,87.9,3683.49,Beauty,Lumen,South,26.68
1199,2025-07-19,App,7,100.13,0.051,0,Transfer,45,9,811.24,0,29.0,M,Barranquilla,Basic,9,33.73,5372.27,Sports,Pulse,North,98.25
1200,2025-03-23,App,5,45.93,0.046,1,Digital Wallet,44,7,335.31,0,38.0,F,Medellín,Platinum,21,52.76,2506.75,Beauty,Orion,Imported,44.1
1201,2025-04-25,Web,4,29.38,0.123,0,Transfer,35,8,111.97,0,29.0,M,Bogota,Basic,26,40.84,2779.11,Sports,Viva,West,32.45
1202,2025-05-20,App,5,27.78,0.166,0,Digital Wallet,21,6,126.33,0,31.0,F,Bogota,Platinum,39,71.65,1264.0,Beauty,Lumen,South,26.68
1203,2025-12-14,Web,1,75.93,0.045,1,Transfer,20,9,96.41,1,30.0,F,Bogota,Gold,11,41.12,3506.19,Beauty,Orion,East,75.76
1204,2025-10-15,Web,6,174.91,0.066,0,Transfer,46,11,848.13,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Home,Aurum,North,170.76
1205,2025-04-13,Store,6,101.36,0.082,0,Digital Wallet,50,7,733.36,0,54.0,M,Cali,Platinum,31,24.76,3570.9,Sports,Pulse,North,98.25
1206,2025-12-18,Web,1,194.76,0.169,0,Transfer,1,13,140.7,0,18.0,M,Bogota,Platinum,12,26.15,4651.97,Sports,Lumen,East,185.09
1207,2025-06-08,Store,6,48.96,0.115,0,Digital Wallet,51,7,328.8,0,29.0,F,Bogota,Platinum,43,40.34,2325.49,Fashion,Orion,North,53.84
1208,2025-04-02,Store,7,69.59,0.141,0,Transfer,49,5,483.79,0,30.0,M,Bogota,Platinum,38,75.22,821.73,Beauty,Viva,East,66.68
1209,2025-02-09,Store,4,138.28,0.0,1,Digital Wallet,33,13,830.54,0,42.0,M,Bogota,Basic,14,46.31,4142.87,Fashion,Viva,Imported,134.68
1210,2025-08-16,App,2,409.42,0.234,0,Debit Card,52,10,701.41,0,50.0,F,Bogota,Platinum,13,40.34,5743.75,Electronics,Orion,West,533.21
1211,2025-02-23,App,7,58.43,0.102,0,Transfer,12,8,464.4,0,26.0,M,Bogota,Basic,30,89.97,5167.14,Beauty,Zenit,Local,56.54
1212,2025-09-10,Store,4,259.14,0.149,0,Digital Wallet,89,12,782.25,0,19.0,Other,Medellín,Platinum,13,40.73,2225.97,Sports,Zenit,East,249.78
1213,2025-08-08,App,4,102.82,0.085,0,Digital Wallet,12,8,357.26,0,54.0,F,Medellín,Platinum,37,75.85,700.0,Fashion,Pulse,West,117.46
1214,2025-08-22,Web,5,45.8,0.041,1,Digital Wallet,23,12,250.46,0,58.0,F,Barranquilla,Gold,6,86.01,2561.54,Sports,Viva,Imported,42.13
1215,2025-04-28,App,1,10.15,0.149,0,Transfer,16,6,10.94,1,29.0,F,Barranquilla,Gold,24,40.34,5342.34,Groceries,Nova,Imported,11.2
1216,2025-11-04,Store,1,194.46,0.186,0,Digital Wallet,44,10,127.72,0,39.0,M,Bogota,Basic,30,41.93,2370.95,Sports,Lumen,East,185.09
1217,2025-01-23,Store,2,96.24,0.053,0,Digital Wallet,31,9,166.16,1,18.0,F,Bogota,Platinum,30,87.9,3683.49,Electronics,Orion,South,102.35
1218,2025-08-26,Store,7,72.64,0.149,0,Digital Wallet,33,12,406.72,0,38.0,M,Bogota,Platinum,31,43.1,2352.24,Fashion,Pulse,Imported,78.08
1219,2025-12-20,Web,2,104.56,0.0,1,Transfer,103,9,206.95,0,54.0,F,Medellín,Platinum,37,75.85,700.0,Electronics,Orion,South,102.35
1220,2025-02-11,Store,6,93.42,0.083,0,Digital Wallet,11,6,536.41,0,18.0,F,Bogota,Platinum,28,40.34,6960.76,Electronics,Zenit,Imported,89.44
1221,2025-11-16,App,7,153.2,0.07,0,Cash,45,9,1060.4,0,39.0,M,Barranquilla,Platinum,36,14.59,2177.39,Sports,Aurum,Local,139.49
1222,2025-12-22,Store,1,46.14,0.045,0,Transfer,35,13,34.86,1,41.0,M,Bogota,Platinum,22,53.11,700.0,Beauty,Aurum,Local,43.26
1223,2025-09-28,Store,6,185.84,0.093,0,Transfer,48,8,1087.93,0,27.0,M,Bogota,Platinum,29,40.34,700.0,Sports,Orion,Local,179.42
1224,2025-06-12,Store,1,182.68,0.101,0,Digital Wallet,1,10,161.91,1,52.0,F,Bogota,Gold,2,69.82,4439.89,Home,Aurum,North,170.76
1225,2025-11-11,App,6,67.94,0.08,0,Transfer,1,12,327.08,1,62.0,M,Medellín,Platinum,18,72.47,700.0,Beauty,Zenit,South,70.66
1226,2025-01-13,Store,6,16.13,0.078,0,Digital Wallet,51,12,84.58,0,27.0,M,Bogota,Platinum,20,53.04,1872.99,Groceries,Zenit,Imported,15.93
1227,2025-08-13,App,3,15.26,0.049,0,Transfer,37,11,59.77,0,37.0,M,Medellín,Basic,36,48.14,700.0,Groceries,Zenit,Imported,15.93
1228,2025-06-01,Store,1,63.29,0.014,0,Transfer,43,13,78.11,0,19.0,Other,Medellín,Platinum,13,40.73,2225.97,Beauty,Atlas,West,67.07
1229,2025-06-22,Web,7,50.19,0.19,1,Digital Wallet,20,11,434.79,0,41.0,M,Bogota,Gold,15,61.92,3492.67,Beauty,Orion,Imported,44.1
1230,2025-01-09,Web,6,99.09,0.23,0,Transfer,19,5,452.96,0,34.0,M,Bogota,Basic,25,40.34,1670.63,Sports,Pulse,South,91.61
1231,2025-03-23,App,7,16.06,0.167,1,Transfer,26,7,142.31,1,37.0,F,Medellín,Platinum,45,40.34,5384.27,Beauty,Pulse,Local,16.58
1232,2025-06-20,Store,23,72.78,0.119,0,Transfer,51,6,2149.06,0,36.0,F,Bogota,Platinum,66,53.9,3872.74,Beauty,Zenit,South,70.66
1233,2025-01-11,Web,7,110.56,0.098,0,Digital Wallet,57,4,831.24,0,52.0,F,Medellín,Platinum,39,35.74,2423.18,Electronics,Orion,South,102.35
1234,2025-01-20,Store,6,126.69,0.081,0,Debit Card,67,10,695.29,0,28.0,F,Bogota,Basic,38,63.84,3073.53,Fashion,Orion,Imported,124.09
1235,2025-12-22,Store,3,132.44,0.0,0,Transfer,38,11,372.62,0,37.0,F,Bogota,Platinum,17,40.34,700.0,Sports,Viva,East,138.67
1236,2025-08-17,Store,6,674.82,0.065,1,Cash,25,14,4945.24,0,31.0,F,Bogota,Platinum,39,71.65,1264.0,Electronics,Lumen,West,728.39
1237,2025-08-22,Store,2,693.06,0.068,1,Transfer,34,12,1412.16,0,33.0,M,Bogota,Silver,25,82.0,1644.31,Electronics,Lumen,West,728.39
1238,2025-11-23,Store,5,171.53,0.119,1,Digital Wallet,50,6,924.95,0,34.0,Other,Bogota,Platinum,1,40.98,3411.21,Sports,Nova,Local,167.26
1239,2025-11-06,Web,4,139.66,0.058,0,Digital Wallet,35,15,471.68,0,55.0,M,Cali,Platinum,6,57.2,2616.23,Sports,Aurum,Local,139.49
1240,2025-02-24,Store,6,235.13,0.172,1,Digital Wallet,11,11,1446.04,0,28.0,M,Bogota,Platinum,16,70.26,4856.23,Sports,Zenit,East,249.78
1241,2025-07-04,Store,6,281.6,0.0,0,Digital Wallet,63,8,1294.68,0,37.0,M,Bogota,Platinum,53,80.78,5673.87,Sports,Zenit,East,249.78
1242,2025-06-17,Store,6,46.21,0.151,0,Credit Card,32,7,249.27,0,39.0,Other,Barranquilla,Platinum,46,63.57,3691.23,Beauty,Orion,Imported,44.1
1243,2025-06-07,Store,2,14.39,0.124,0,Cash,1,9,1094.84,0,39.0,Other,Barranquilla,Platinum,46,63.57,3691.23,Electronics,Orion,West,533.21
1244,2025-12-14,Web,4,68.16,0.076,1,Debit Card,51,6,333.21,0,21.0,F,Bogota,Basic,26,40.2,4005.46,Beauty,Atlas,West,67.07
1245,2025-10-05,App,1,46.42,0.054,1,Digital Wallet,57,9,50.89,0,39.0,M,Barranquilla,Platinum,12,21.7,1393.77,Fashion,Aurum,Local,45.86
1246,2025-03-16,App,6,14.39,0.075,0,Digital Wallet,84,13,711.12,0,39.0,F,Medellín,Platinum,7,52.63,2944.38,Electronics,Lumen,Imported,102.02
1247,2025-05-08,Store,3,466.53,0.091,0,Debit Card,12,3,1384.51,0,37.0,F,Bogota,Platinum,17,40.34,700.0,Electronics,Nova,Local,487.12
1248,2025-12-10,App,1,155.71,0.139,1,Digital Wallet,70,6,148.84,1,30.0,M,Bogota,Platinum,17,48.27,3941.9,Electronics,Viva,West,165.05
1249,2025-04-11,Store,3,523.03,0.038,1,Credit Card,31,8,1967.1,0,44.0,F,Bogota,Platinum,1,80.36,3621.48,Electronics,Nova,Local,487.12
1250,2025-01-10,App,2,747.17,0.072,0,Debit Card,31,9,1393.33,0,29.0,F,Barranquilla,Gold,24,40.34,5342.34,Electronics,Viva,Imported,675.98
1251,2025-11-13,Store,2,268.05,0.165,0,Transfer,47,11,394.56,0,42.0,F,Medellín,Platinum,11,63.46,5498.65,Sports,Zenit,East,249.78
1252,2025-10-14,Store,2,54.36,0.076,1,Digital Wallet,71,7,93.71,1,34.0,M,Bogota,Platinum,18,82.55,3211.52,Fashion,Viva,Local,48.91
1253,2025-09-23,Store,6,38.45,0.0,0,Transfer,24,8,221.03,1,39.0,F,Bogota,Platinum,25,49.04,2340.95,Fashion,Aurum,Local,45.86
1254,2025-09-12,Store,4,698.99,0.0,0,Digital Wallet,54,9,2516.29,0,43.0,F,Barranquilla,Platinum,41,22.67,2280.02,Electronics,Lumen,West,728.39
1255,2025-10-27,App,7,519.05,0.088,1,Digital Wallet,25,11,3392.16,0,28.0,F,Cali,Basic,9,51.03,1306.67,Electronics,Nova,Local,487.12
1256,2025-03-09,Web,6,10.01,0.085,1,Transfer,26,6,70.21,0,29.0,F,Medellín,Platinum,15,56.95,2351.3,Groceries,Nova,Imported,11.2
1257,2025-01-03,Store,2,50.9,0.065,0,Cash,25,7,101.07,1,25.0,F,Bogota,Platinum,38,76.31,2622.98,Fashion,Orion,North,53.84
1258,2025-07-16,Store,18,163.72,0.214,0,Transfer,46,9,3399.24,0,30.0,M,Bogota,Platinum,38,75.22,821.73,Sports,Zenit,Imported,176.27
1259,2025-03-20,Store,4,353.26,0.142,0,Debit Card,71,6,1325.86,0,43.0,F,Bogota,Platinum,44,68.72,4312.12,Electronics,Aurum,South,331.95
1260,2025-11-27,Web,1,30.19,0.093,0,Transfer,1,4,19.28,1,35.0,M,Medellín,Gold,32,40.34,1090.54,Beauty,Orion,West,27.31
1261,2025-04-03,Store,1,277.14,0.07,0,Transfer,30,3,275.54,0,34.0,M,Bogota,Platinum,18,82.55,3211.52,Electronics,Orion,West,301.95
1262,2025-05-12,Store,2,204.72,0.175,1,Digital Wallet,65,7,439.51,0,21.0,F,Medellín,Basic,39,41.17,1638.75,Sports,Zenit,Imported,176.27
1263,2025-03-10,Store,1,28.63,0.048,1,Transfer,8,8,41.33,1,23.0,F,Bogota,Silver,43,57.63,3320.91,Beauty,Orion,North,29.89
1264,2025-11-05,Store,3,262.27,0.144,0,Digital Wallet,56,12,608.65,0,53.0,F,Bogota,Platinum,22,26.76,4241.61,Sports,Orion,Local,271.92
1265,2025-04-17,Store,6,22.48,0.227,1,Transfer,24,8,154.14,0,24.0,F,Cali,Basic,6,56.51,1726.12,Fashion,Zenit,East,22.12
1266,2025-03-09,Web,4,314.9,0.0,0,Digital Wallet,49,9,1485.94,0,29.0,F,Bogota,Platinum,43,40.34,2325.49,Electronics,Aurum,Imported,297.58
1267,2025-05-15,Web,7,126.93,0.125,0,Transfer,33,9,851.7,0,69.0,F,Bogota,Platinum,17,50.67,3016.45,Home,Lumen,Imported,120.93
1268,2025-03-06,App,4,72.73,0.0,0,Digital Wallet,4,8,270.32,0,46.0,M,Cali,Basic,22,60.44,2092.68,Sports,Zenit,West,77.47
1269,2025-10-26,Store,3,68.11,0.056,0,Transfer,68,16,178.51,0,35.0,M,Cartagena,Platinum,14,67.68,4667.66,Beauty,Nova,West,64.86
1270,2025-05-04,Store,4,446.92,0.024,0,Debit Card,20,10,2286.8,0,47.0,M,Bogota,Silver,26,36.27,2885.88,Electronics,Nova,Local,487.12
1271,2025-12-09,Store,1,14.39,0.043,0,Transfer,43,7,11.11,0,38.0,M,Bogota,Platinum,24,62.88,3350.51,Groceries,Viva,East,19.8
1272,2025-03-17,Store,4,133.87,0.173,1,Debit Card,24,8,558.36,0,18.0,F,Bogota,Basic,17,39.0,3518.06,Fashion,Viva,Imported,134.68
1273,2025-02-21,App,7,249.72,0.104,0,Transfer,45,9,1653.86,0,58.0,F,Barranquilla,Gold,6,86.01,2561.54,Sports,Aurum,North,237.56
1274,2025-02-14,Store,7,14.39,0.086,0,Credit Card,44,7,1739.51,0,20.0,M,Bogota,Platinum,4,40.34,3516.86,Sports,Lumen,South,240.15
1275,2025-04-22,Store,7,43.5,0.0,1,Transfer,31,5,403.11,0,43.0,F,Barranquilla,Platinum,42,74.18,2223.96,Beauty,Orion,South,41.53
1276,2025-11-28,Web,10,86.11,0.0,0,Credit Card,38,10,422.34,1,55.0,M,Cali,Platinum,6,57.2,2616.23,Beauty,Orion,East,75.76
1277,2025-01-15,Store,3,177.49,0.009,0,Transfer,40,9,530.93,0,31.0,M,Bogota,Platinum,1,78.98,3455.88,Sports,Lumen,East,185.09
1278,2025-06-17,Store,6,100.67,0.144,1,Digital Wallet,63,15,646.77,0,37.0,F,Medellín,Platinum,36,64.8,3596.57,Electronics,Orion,South,102.35
1279,2025-06-18,App,1,78.67,0.005,0,Transfer,30,14,86.81,1,37.0,M,Medellín,Platinum,32,57.86,4832.17,Beauty,Zenit,West,72.98
1280,2025-09-01,Store,1,14.39,0.061,0,Transfer,42,6,50.66,1,34.0,F,Bogota,Platinum,8,94.46,3535.73,Beauty,Nova,West,64.86
1281,2025-12-02,App,7,78.45,0.056,0,Transfer,35,8,477.3,0,29.0,F,Medellín,Platinum,15,56.95,2351.3,Beauty,Zenit,West,72.98
1282,2025-08-03,Store,4,67.48,0.056,0,Debit Card,33,12,280.17,0,18.0,M,Bogota,Basic,20,68.85,700.0,Beauty,Viva,East,66.68
1283,2025-03-16,App,7,253.76,0.043,0,Transfer,29,6,2242.04,0,42.0,F,Bogota,Platinum,36,68.58,700.0,Sports,Zenit,East,249.78
1284,2025-05-28,Store,4,96.86,0.266,1,Digital Wallet,48,16,376.19,0,39.0,M,Barranquilla,Platinum,38,54.84,5002.14,Electronics,Lumen,Imported,102.02
1285,2025-03-11,Web,1,14.39,0.135,1,Transfer,51,11,310.36,0,37.0,M,Bogota,Platinum,42,20.03,5095.07,Electronics,Orion,Imported,270.08
1286,2025-07-14,Store,4,75.72,0.06,1,Debit Card,55,21,342.83,0,40.0,M,Bogota,Basic,27,78.43,700.0,Fashion,Nova,Local,82.09
1287,2025-12-14,Store,7,108.46,0.034,0,Digital Wallet,67,13,819.98,0,59.0,M,Bogota,Platinum,27,12.58,5627.08,Home,Lumen,Imported,120.93
1288,2025-07-07,Store,1,258.82,0.0,1,Transfer,52,13,299.58,0,37.0,F,Bogota,Platinum,17,40.34,700.0,Sports,Lumen,South,240.15
1289,2025-05-11,Web,2,101.36,0.159,0,Transfer,28,11,238.78,0,31.0,M,Bogota,Platinum,1,78.98,3455.88,Sports,Pulse,South,91.61
1290,2025-11-28,Web,1,716.82,0.141,1,Transfer,45,7,651.81,0,45.0,M,Medellín,Gold,32,59.91,1817.26,Electronics,Viva,Imported,682.78
1291,2025-07-30,Store,3,266.4,0.114,0,Transfer,17,7,702.01,0,23.0,M,Bogota,Gold,22,73.8,2848.48,Electronics,Orion,West,301.95
1292,2025-03-25,Store,7,664.91,0.089,0,Digital Wallet,45,14,4673.8,0,35.0,M,Bogota,Basic,7,52.62,2607.24,Electronics,Viva,Imported,682.78
1293,2025-08-30,Store,6,508.8,0.005,0,Credit Card,6,11,3400.5,0,49.0,M,Bogota,Platinum,12,48.21,4058.43,Electronics,Nova,Local,487.12
1294,2025-11-18,Store,3,68.17,0.082,0,Digital Wallet,48,7,158.26,0,40.0,M,Bogota,Basic,1,56.25,2944.23,Beauty,Zenit,West,72.98
1295,2025-08-22,Store,6,114.29,0.244,0,Transfer,80,9,476.9,0,37.0,F,Cali,Basic,33,39.07,2864.85,Home,Lumen,Imported,120.93
1296,2025-11-24,Web,1,85.32,0.114,1,Digital Wallet,53,12,70.75,0,52.0,F,Bogota,Gold,2,69.82,4439.89,Fashion,Pulse,Imported,78.08
1297,2025-04-20,Web,6,63.11,0.19,1,Transfer,21,11,491.7,0,40.0,F,Medellín,Basic,23,40.34,5891.39,Beauty,Nova,West,64.86
1298,2025-05-09,Store,4,14.39,0.128,0,Digital Wallet,7,10,221.51,0,37.0,M,Cali,Platinum,1,27.05,5722.05,Beauty,Nova,West,64.86
1299,2025-11-23,Store,4,222.44,0.044,0,Digital Wallet,59,20,905.1,0,38.0,M,Bogota,Platinum,24,62.88,3350.51,Sports,Lumen,Imported,219.5
1300,2025-11-29,App,7,49.12,0.079,0,Transfer,34,8,347.51,0,19.0,M,Bogota,Gold,46,41.86,700.0,Fashion,Viva,Local,48.91
1301,2025-03-31,Store,5,254.1,0.086,0,Cash,1,8,1267.96,0,35.0,M,Cartagena,Platinum,14,67.68,4667.66,Electronics,Aurum,Imported,297.58
1302,2025-11-17,App,3,71.42,0.235,1,Transfer,29,9,167.54,0,55.0,F,Cali,Platinum,34,50.97,4536.59,Beauty,Nova,West,64.86
1303,2025-01-15,Store,1,673.24,0.027,1,Transfer,28,5,762.12,0,52.0,F,Medellín,Platinum,39,35.74,2423.18,Electronics,Lumen,West,728.39
1304,2025-09-09,Web,5,768.78,0.136,0,Transfer,59,11,2974.37,0,37.0,F,Cali,Basic,33,39.07,2864.85,Electronics,Viva,Imported,675.98
1305,2025-11-24,Web,6,18.43,0.071,1,Cash,48,5,108.24,0,35.0,M,Cali,Gold,10,68.17,4465.29,Groceries,Zenit,Imported,15.93
1306,2025-07-05,Web,4,65.39,0.188,1,Credit Card,25,6,294.62,0,43.0,F,Barranquilla,Platinum,41,22.67,2280.02,Beauty,Viva,East,66.68
1307,2025-09-02,Store,6,291.75,0.011,0,Credit Card,12,9,1551.68,0,23.0,F,Barranquilla,Gold,38,40.34,2937.12,Sports,Orion,Local,271.92
1308,2025-11-27,Web,4,423.72,0.141,0,Transfer,31,8,1290.69,0,23.0,M,Cali,Platinum,29,54.34,6731.32,Electronics,Pulse,Imported,398.7
1309,2025-04-21,Store,2,335.6,0.041,0,Debit Card,13,9,735.39,0,18.0,M,Barranquilla,Gold,23,67.69,2519.0,Electronics,Aurum,South,331.95
1310,2025-05-17,Store,7,115.33,0.146,1,Cash,69,14,1054.17,0,21.0,F,Medellín,Basic,39,41.17,1638.75,Fashion,Orion,Imported,124.09
1311,2025-03-20,Store,4,255.92,0.133,1,Transfer,52,10,1133.19,0,29.0,F,Medellín,Platinum,15,56.95,2351.3,Sports,Lumen,South,240.15
1312,2025-11-20,Store,6,48.64,0.1,0,Digital Wallet,40,9,243.4,0,23.0,M,Bogota,Platinum,13,40.34,2124.33,Beauty,Zenit,Local,56.54
1313,2025-12-15,App,6,169.74,0.073,0,Transfer,4,11,889.88,0,24.0,F,Bogota,Platinum,11,53.74,2529.97,Home,Aurum,North,170.76
1314,2025-02-10,Store,3,70.27,0.12,0,Debit Card,55,4,197.87,0,24.0,F,Medellín,Platinum,16,40.34,5809.92,Beauty,Zenit,South,70.66
1315,2025-01-21,Store,7,40.07,0.12,0,Digital Wallet,45,8,255.14,0,29.0,F,Medellín,Platinum,23,53.92,3863.08,Beauty,Nova,Imported,42.41
1316,2025-07-08,Web,3,23.81,0.267,0,Transfer,13,8,56.46,1,29.0,M,Barranquilla,Basic,9,33.73,5372.27,Sports,Pulse,South,25.42
1317,2025-01-16,Store,5,167.63,0.217,0,Transfer,40,11,656.19,0,36.0,F,Bogota,Platinum,66,53.9,3872.74,Electronics,Viva,West,165.05
1318,2025-12-05,Store,4,254.92,0.056,1,Transfer,70,8,1055.05,0,24.0,F,Cali,Platinum,27,41.17,4488.06,Electronics,Lumen,Imported,281.38
1319,2025-11-11,App,6,73.39,0.034,0,Digital Wallet,14,7,367.19,0,21.0,M,Medellín,Gold,13,60.98,700.0,Fashion,Pulse,Imported,78.08
1320,2025-05-08,Web,5,247.3,0.0,0,Digital Wallet,43,12,1161.64,0,37.0,F,Cali,Platinum,16,45.86,2389.93,Sports,Zenit,East,249.78
1321,2025-07-16,App,5,14.39,0.107,0,Digital Wallet,18,11,50.82,0,24.0,F,Bogota,Platinum,36,60.28,4354.9,Groceries,Zenit,Imported,15.93
1322,2025-01-23,Store,6,49.23,0.16,0,Transfer,36,10,255.27,0,30.0,F,Medellín,Basic,25,61.3,700.0,Beauty,Lumen,North,49.9
1323,2025-08-30,App,2,130.86,0.078,0,Transfer,76,6,259.55,0,58.0,F,Bogota,Platinum,59,60.24,4921.65,Home,Lumen,Imported,120.93
1324,2025-09-03,Web,3,14.39,0.135,1,Cash,28,6,307.68,0,21.0,M,Bogota,Silver,37,69.3,4579.13,Fashion,Pulse,West,117.46
1325,2025-04-11,Store,6,17.22,0.125,0,Transfer,38,13,92.51,0,39.0,F,Bogota,Platinum,25,49.04,2340.95,Groceries,Zenit,Imported,15.93
1326,2025-02-27,Store,6,281.81,0.157,0,Debit Card,32,9,1510.25,0,18.0,M,Bogota,Gold,37,40.34,3468.49,Electronics,Aurum,Imported,297.58
1327,2025-09-16,Store,5,114.13,0.197,1,Digital Wallet,16,12,476.61,0,59.0,M,Bogota,Platinum,27,12.58,5627.08,Fashion,Pulse,West,117.46
1328,2025-09-13,App,4,14.39,0.017,0,Debit Card,12,8,1388.15,0,42.0,M,Bogota,Platinum,30,63.02,7306.52,Electronics,Aurum,Imported,297.58
1329,2025-04-23,Store,2,48.58,0.0,1,Digital Wallet,64,8,120.39,0,20.0,M,Bogota,Platinum,42,47.39,2975.38,Beauty,Lumen,North,49.9
1330,2025-06-26,Web,7,64.51,0.0,0,Digital Wallet,12,6,481.17,0,40.0,F,Barranquilla,Basic,16,61.68,832.25,Beauty,Zenit,Local,56.54
1331,2025-11-12,App,6,500.53,0.0,0,Transfer,27,8,2675.34,0,35.0,F,Cali,Platinum,17,63.1,2833.98,Electronics,Orion,West,533.21
1332,2025-06-21,Store,7,16.15,0.105,0,Debit Card,19,7,132.93,0,37.0,M,Cali,Platinum,1,27.05,5722.05,Groceries,Zenit,Imported,15.93
1333,2025-11-23,Store,3,252.23,0.141,0,Debit Card,23,13,702.54,0,35.0,M,Bogota,Basic,7,52.62,2607.24,Electronics,Lumen,Imported,281.38
1334,2025-07-29,App,7,132.45,0.129,0,Digital Wallet,44,9,800.59,0,45.0,M,Cartagena,Platinum,51,69.42,2498.02,Fashion,Orion,Imported,124.09
1335,2025-05-17,App,3,63.86,0.0,0,Digital Wallet,29,6,262.38,0,44.0,F,Cali,Platinum,1,47.68,3502.23,Sports,Zenit,Local,68.52
1336,2025-01-27,Store,1,179.1,0.179,1,Transfer,59,18,177.0,0,18.0,F,Barranquilla,Platinum,7,63.42,2262.88,Home,Aurum,North,170.76
1337,2025-07-16,Store,3,135.38,0.146,1,Transfer,1,11,395.78,0,29.0,F,Bogota,Gold,22,68.56,5010.38,Sports,Aurum,North,139.36
